student_id,fee_submission_date,day_of_month
99,2022-10-14,14
5,2024-07-06,6
17,2023-04-03,3
26,2023-05-16,16
69,2023-10-27,27
9,2023-01-27,27
50,2023-04-22,22
20,2024-01-27,27
88,2022-12-29,29
97,2023-03-09,9
82,2024-03-20,20
69,2024-03-11,11
17,2023-04-05,5
64,2023-04-03,3
33,2022-02-21,21
80,2023-06-06,6
14,2024-07-06,6
14,2022-12-30,30
39,2022-11-02,2
42,2023-01-27,27
36,2023-08-24,24
44,2024-06-15,15
99,2023-10-27,27
54,2022-04-12,12
59,2022-02-15,15
9,2022-09-06,6
62,2022-07-19,19
63,2022-07-26,26
90,2024-05-08,8
54,2024-08-12,12
5,2024-06-15,15
53,2024-12-06,6
76,2024-03-11,11
97,2023-08-23,23
34,2024-03-20,20
13,2022-07-27,27
47,2024-04-12,12
81,2022-02-17,17
50,2022-12-28,28
46,2023-03-16,16
69,2024-11-07,7
8,2024-08-13,13
94,2022-06-12,12
71,2024-03-25,25
37,2023-06-06,6
17,2022-06-24,24
67,2023-08-26,26
42,2023-04-01,1
79,2023-05-02,2
25,2024-11-23,23
40,2024-07-18,18
48,2021-12-16,16
85,2022-12-30,30
48,2024-05-28,28
20,2024-06-29,29
75,2024-01-05,5
7,2024-04-12,12
70,2022-10-05,5
15,2022-04-16,16
47,2023-03-09,9
72,2024-01-04,4
32,2023-04-01,1
99,2022-02-25,25
69,2022-02-28,28
57,2023-09-02,2
19,2024-10-29,29
22,2024-07-08,8
8,2022-07-19,19
55,2023-08-26,26
87,2023-11-25,25
40,2024-01-06,6
41,2023-04-26,26
64,2022-08-09,9
31,2022-02-11,11
20,2024-09-11,11
88,2021-12-13,13
76,2023-08-26,26
93,2023-03-10,10
1,2022-07-27,27
1,2023-07-24,24
77,2022-01-05,5
38,2022-06-25,25
81,2021-12-12,12
31,2024-04-17,17
55,2023-07-24,24
80,2022-03-24,24
99,2022-06-25,25
38,2024-09-21,21
62,2021-12-17,17
89,2023-01-12,12
91,2024-05-28,28
77,2024-11-18,18
21,2023-11-20,20
10,2023-02-02,2
9,2022-08-11,11
57,2024-01-22,22
74,2023-11-13,13
41,2023-07-07,7
71,2022-06-30,30
54,2024-07-06,6
41,2024-01-05,5
76,2024-01-05,5
59,2022-08-29,29
39,2024-09-04,4
97,2023-06-04,4
40,2024-11-30,30
45,2023-05-26,26
87,2024-05-04,4
11,2023-11-11,11
92,2024-04-17,17
19,2022-02-11,11
35,2024-06-15,15
39,2022-07-23,23
17,2022-10-14,14
71,2024-10-29,29
6,2023-01-31,31
77,2022-10-05,5
65,2024-03-19,19
52,2022-09-28,28
4,2024-03-11,11
27,2022-11-13,13
91,2022-10-29,29
26,2024-01-05,5
24,2022-02-21,21
32,2024-12-03,3
63,2024-07-06,6
84,2023-02-02,2
83,2023-03-10,10
13,2023-06-06,6
35,2024-09-12,12
43,2024-11-07,7
38,2023-11-13,13
51,2022-08-09,9
23,2024-11-18,18
16,2022-08-19,19
32,2023-04-03,3
65,2021-12-12,12
13,2023-04-26,26
29,2024-03-19,19
4,2023-01-10,10
99,2024-05-03,3
24,2024-03-02,2
11,2022-08-29,29
75,2023-05-01,1
29,2024-01-20,20
65,2022-02-17,17
67,2023-10-10,10
99,2024-10-14,14
50,2022-02-15,15
54,2023-09-09,9
2,2023-01-17,17
23,2023-10-04,4
73,2023-04-14,14
84,2023-03-10,10
77,2024-01-22,22
100,2023-04-01,1
53,2024-03-30,30
34,2024-09-04,4
8,2023-04-05,5
86,2022-11-13,13
3,2023-04-05,5
6,2024-08-13,13
57,2024-08-20,20
20,2022-08-29,29
57,2022-02-17,17
9,2023-11-11,11
58,2023-02-16,16
81,2024-12-06,6
30,2023-08-26,26
41,2024-11-07,7
58,2023-07-29,29
14,2023-02-02,2
35,2024-09-21,21
6,2024-03-25,25
90,2024-04-12,12
88,2023-11-11,11
88,2023-09-30,30
14,2023-06-20,20
23,2024-09-21,21
16,2023-07-24,24
9,2024-12-06,6
98,2021-12-13,13
86,2024-03-20,20
64,2022-06-12,12
16,2024-07-14,14
55,2023-03-16,16
64,2024-05-03,3
28,2024-05-04,4
98,2023-09-02,2
51,2024-04-17,17
58,2023-01-10,10
54,2024-07-08,8
19,2022-02-24,24
62,2024-04-17,17
18,2022-02-25,25
16,2022-06-30,30
40,2023-08-31,31
77,2024-08-20,20
99,2023-05-26,26
84,2022-07-23,23
59,2024-12-03,3
18,2022-10-05,5
90,2023-04-26,26
43,2024-01-27,27
27,2024-01-22,22
5,2021-12-13,13
42,2023-02-01,1
35,2022-08-08,8
19,2022-04-19,19
17,2024-01-06,6
75,2022-01-10,10
14,2021-12-13,13
81,2023-10-10,10
86,2022-11-01,1
9,2022-06-24,24
25,2024-02-26,26
96,2024-05-08,8
57,2024-11-07,7
68,2024-11-18,18
97,2024-01-06,6
55,2024-07-06,6
24,2022-02-25,25
19,2022-12-27,27
67,2021-12-17,17
58,2022-06-12,12
74,2022-06-12,12
69,2024-03-26,26
92,2024-11-23,23
56,2022-02-11,11
11,2024-03-20,20
96,2022-11-02,2
22,2022-02-15,15
25,2022-11-01,1
18,2023-09-30,30
65,2022-04-12,12
11,2024-04-12,12
2,2023-12-06,6
65,2022-06-12,12
20,2022-03-07,7
9,2023-10-05,5
51,2022-10-09,9
53,2024-07-15,15
86,2023-10-27,27
5,2023-08-11,11
25,2022-07-20,20
92,2024-01-22,22
15,2023-04-01,1
82,2022-08-18,18
47,2023-03-03,3
94,2023-08-27,27
24,2023-01-17,17
35,2022-12-04,4
28,2023-06-07,7
65,2023-10-05,5
29,2024-04-12,12
52,2023-01-31,31
84,2023-08-11,11
41,2024-04-17,17
70,2023-08-23,23
18,2022-07-20,20
35,2022-12-03,3
18,2022-07-28,28
4,2024-09-21,21
57,2023-11-13,13
49,2024-09-25,25
50,2023-08-23,23
68,2023-11-13,13
39,2024-03-07,7
26,2023-03-04,4
34,2024-03-25,25
72,2024-03-11,11
66,2024-01-05,5
64,2024-03-20,20
22,2023-06-15,15
91,2024-05-28,28
4,2021-12-12,12
56,2023-08-27,27
88,2024-08-23,23
49,2024-03-11,11
1,2024-05-05,5
98,2024-05-28,28
70,2024-01-22,22
91,2024-03-30,30
35,2023-02-26,26
73,2023-04-01,1
79,2023-08-23,23
96,2024-09-11,11
50,2024-07-15,15
46,2023-06-07,7
76,2022-07-20,20
13,2023-07-24,24
35,2022-04-20,20
100,2022-02-15,15
94,2024-07-08,8
7,2022-06-24,24
53,2023-08-26,26
19,2024-04-22,22
94,2023-10-04,4
66,2024-03-02,2
13,2024-08-13,13
29,2024-03-11,11
63,2022-08-18,18
71,2022-01-16,16
44,2024-06-29,29
94,2024-06-15,15
76,2024-07-18,18
29,2024-03-25,25
26,2023-02-16,16
71,2022-07-23,23
4,2022-06-30,30
32,2024-07-08,8
33,2023-08-27,27
47,2024-08-23,23
98,2023-11-20,20
15,2023-08-11,11
32,2024-03-20,20
60,2022-03-07,7
100,2022-12-09,9
4,2022-12-30,30
18,2022-09-10,10
52,2024-09-11,11
71,2023-10-10,10
22,2022-09-06,6
63,2022-07-20,20
17,2023-03-09,9
10,2022-10-29,29
5,2023-04-05,5
79,2022-12-27,27
45,2023-09-02,2
23,2023-07-24,24
15,2023-12-06,6
57,2023-05-29,29
56,2023-04-25,25
85,2024-01-27,27
76,2023-08-27,27
12,2022-07-27,27
26,2022-06-25,25
68,2023-10-26,26
10,2023-03-04,4
27,2022-04-12,12
73,2022-01-10,10
4,2023-07-07,7
25,2024-10-14,14
30,2021-12-12,12
26,2024-07-15,15
12,2023-02-26,26
85,2023-09-30,30
33,2023-11-20,20
97,2024-07-14,14
93,2023-01-24,24
98,2024-03-26,26
40,2024-11-30,30
7,2024-11-30,30
3,2024-05-08,8
57,2023-04-25,25
13,2023-11-11,11
38,2022-04-12,12
86,2023-07-24,24
49,2023-06-15,15
13,2023-09-09,9
22,2024-06-15,15
3,2023-05-02,2
67,2024-05-28,28
77,2023-01-10,10
5,2023-07-24,24
77,2023-10-04,4
84,2022-07-23,23
67,2024-03-26,26
100,2024-04-12,12
50,2024-03-20,20
78,2022-08-18,18
3,2023-07-17,17
5,2024-05-02,2
77,2024-01-04,4
75,2024-06-15,15
48,2023-09-02,2
51,2024-12-06,6
88,2023-11-11,11
12,2023-01-27,27
21,2023-11-25,25
68,2022-01-16,16
91,2023-11-13,13
59,2022-02-25,25
49,2021-12-12,12
18,2022-08-29,29
9,2024-03-25,25
95,2022-07-29,29
28,2023-05-01,1
89,2022-06-12,12
91,2023-03-16,16
80,2023-01-17,17
49,2024-04-12,12
2,2024-06-12,12
27,2022-06-25,25
37,2024-12-03,3
94,2022-10-08,8
6,2022-04-20,20
12,2022-07-20,20
96,2022-06-12,12
34,2023-12-06,6
15,2022-01-16,16
75,2022-07-19,19
89,2023-02-26,26
9,2024-08-31,31
28,2024-09-04,4
25,2024-01-06,6
59,2024-03-11,11
28,2022-06-24,24
96,2022-08-08,8
85,2022-02-17,17
92,2023-04-03,3
23,2022-08-19,19
88,2023-03-09,9
71,2023-09-02,2
3,2022-04-19,19
86,2022-02-28,28
35,2022-03-24,24
16,2022-07-28,28
32,2024-01-27,27
29,2024-03-30,30
45,2022-10-29,29
44,2024-05-03,3
68,2024-08-12,12
54,2023-04-22,22
40,2023-04-01,1
94,2023-08-23,23
45,2023-03-09,9
75,2022-06-23,23
77,2024-03-20,20
43,2023-12-06,6
77,2024-11-30,30
78,2024-11-07,7
72,2024-03-19,19
40,2023-05-01,1
22,2023-08-31,31
71,2022-07-27,27
30,2022-12-28,28
55,2023-11-13,13
48,2024-08-20,20
21,2022-02-28,28
27,2024-11-07,7
97,2023-01-17,17
94,2023-01-22,22
11,2024-07-18,18
22,2022-05-04,4
90,2024-09-04,4
79,2022-08-18,18
28,2023-10-27,27
63,2022-11-01,1
53,2024-01-27,27
64,2022-03-24,24
16,2024-08-20,20
42,2023-01-31,31
73,2022-01-16,16
52,2024-05-05,5
86,2023-10-27,27
63,2024-01-06,6
15,2024-01-20,20
53,2023-10-05,5
60,2024-07-10,10
63,2022-04-19,19
88,2023-08-24,24
19,2022-12-25,25
98,2024-11-07,7
53,2023-08-26,26
72,2024-04-22,22
25,2023-08-31,31
2,2022-08-18,18
48,2024-01-27,27
26,2022-02-28,28
88,2024-04-17,17
48,2023-08-26,26
15,2023-05-16,16
61,2023-08-27,27
88,2023-07-07,7
71,2023-01-27,27
74,2022-09-06,6
84,2023-05-29,29
44,2022-02-25,25
89,2023-09-30,30
10,2023-07-07,7
97,2022-03-24,24
80,2022-12-29,29
59,2024-09-12,12
73,2023-04-01,1
97,2024-03-19,19
71,2023-04-22,22
39,2024-01-22,22
2,2024-06-29,29
26,2022-07-23,23
53,2023-08-24,24
15,2022-07-23,23
64,2023-02-16,16
92,2024-11-07,7
7,2022-06-12,12
10,2022-08-08,8
70,2022-04-12,12
60,2024-03-30,30
26,2024-03-26,26
81,2023-02-02,2
70,2022-11-02,2
45,2023-01-22,22
46,2022-07-19,19
9,2024-09-12,12
92,2024-04-17,17
2,2023-01-31,31
99,2024-01-05,5
79,2024-01-27,27
29,2023-08-26,26
55,2023-01-22,22
88,2022-02-11,11
29,2024-10-29,29
55,2023-05-26,26
70,2024-12-03,3
24,2022-04-19,19
89,2023-04-21,21
49,2022-08-19,19
99,2023-07-24,24
62,2022-06-12,12
94,2022-09-06,6
76,2023-10-04,4
20,2024-12-03,3
29,2023-07-29,29
17,2024-03-11,11
100,2022-01-16,16
1,2022-02-17,17
64,2024-01-05,5
88,2024-03-20,20
5,2022-07-19,19
66,2022-09-06,6
26,2023-01-17,17
57,2022-12-03,3
77,2023-09-02,2
90,2023-02-16,16
15,2024-03-07,7
88,2023-04-14,14
1,2023-01-24,24
94,2022-12-27,27
8,2023-08-24,24
11,2022-04-12,12
8,2024-01-27,27
87,2024-03-11,11
74,2024-04-22,22
40,2024-01-05,5
36,2022-12-09,9
75,2023-11-20,20
59,2021-12-16,16
6,2023-02-02,2
79,2023-03-16,16
93,2022-06-23,23
68,2022-08-18,18
27,2023-08-23,23
90,2023-09-02,2
74,2022-08-29,29
18,2024-09-12,12
27,2023-09-30,30
78,2023-06-06,6
21,2024-03-19,19
51,2022-12-27,27
66,2023-01-31,31
34,2024-12-03,3
38,2024-07-06,6
89,2022-07-27,27
26,2023-05-26,26
75,2023-09-02,2
70,2024-01-22,22
20,2022-08-09,9
34,2022-06-24,24
22,2022-09-06,6
97,2024-10-14,14
54,2024-05-02,2
31,2024-04-22,22
26,2022-06-30,30
8,2024-01-04,4
32,2023-06-06,6
56,2022-12-27,27
40,2023-07-23,23
77,2024-08-31,31
27,2024-07-06,6
48,2024-07-06,6
31,2023-10-05,5
13,2023-07-29,29
21,2023-12-29,29
10,2023-10-21,21
56,2023-07-24,24
81,2024-03-25,25
43,2022-11-13,13
59,2024-07-15,15
59,2024-01-30,30
69,2023-05-29,29
5,2023-02-26,26
17,2022-02-17,17
44,2022-07-20,20
48,2023-01-12,12
18,2022-02-24,24
100,2022-02-28,28
20,2023-01-22,22
41,2024-03-20,20
54,2024-08-23,23
90,2024-09-12,12
32,2024-12-03,3
99,2023-04-05,5
71,2024-01-05,5
24,2023-04-25,25
69,2022-04-20,20
99,2024-09-21,21
73,2021-12-16,16
10,2024-11-30,30
65,2022-09-10,10
38,2024-04-12,12
26,2023-10-04,4
90,2024-10-14,14
28,2024-04-12,12
78,2023-05-29,29
97,2024-09-04,4
38,2021-12-12,12
1,2024-03-20,20
95,2022-04-12,12
86,2023-11-13,13
76,2022-07-28,28
85,2023-11-20,20
12,2022-07-23,23
42,2022-08-09,9
11,2024-07-18,18
40,2022-07-23,23
27,2024-09-25,25
95,2024-03-20,20
24,2024-08-23,23
79,2022-12-27,27
98,2024-06-15,15
42,2024-12-03,3
98,2023-03-10,10
51,2022-01-16,16
31,2024-01-30,30
94,2024-09-09,9
81,2022-11-01,1
74,2022-03-07,7
93,2024-09-21,21
80,2023-03-10,10
53,2022-01-05,5
24,2022-05-04,4
52,2024-03-20,20
20,2024-11-07,7
89,2023-02-16,16
66,2023-06-04,4
52,2024-09-25,25
59,2023-08-26,26
87,2023-07-24,24
5,2023-07-07,7
21,2022-12-09,9
24,2023-08-23,23
87,2024-07-15,15
63,2022-04-20,20
55,2024-01-05,5
33,2022-12-04,4
11,2022-01-16,16
94,2024-11-07,7
17,2023-01-23,23
56,2024-05-04,4
78,2024-09-25,25
14,2023-09-02,2
41,2023-03-03,3
72,2023-10-05,5
38,2024-07-14,14
99,2024-05-08,8
63,2022-06-12,12
64,2023-09-30,30
94,2024-03-20,20
19,2024-09-11,11
80,2024-11-07,7
16,2023-02-26,26
67,2023-11-11,11
60,2022-06-23,23
57,2023-01-17,17
21,2022-10-29,29
89,2024-09-25,25
37,2023-07-24,24
71,2024-07-10,10
95,2023-11-13,13
43,2024-07-08,8
74,2024-03-25,25
17,2024-06-29,29
7,2022-11-01,1
39,2022-02-28,28
87,2021-12-17,17
6,2024-08-23,23
99,2022-02-11,11
80,2022-02-17,17
46,2023-09-09,9
84,2024-07-14,14
15,2023-07-29,29
30,2024-03-02,2
93,2023-02-02,2
63,2024-08-13,13
55,2022-06-24,24
24,2023-06-07,7
41,2024-05-02,2
12,2023-02-16,16
54,2024-01-06,6
47,2022-12-09,9
58,2023-02-16,16
24,2024-03-20,20
35,2024-07-18,18
19,2024-11-07,7
26,2022-07-20,20
31,2024-05-05,5
85,2022-04-20,20
86,2022-08-09,9
30,2023-07-29,29
10,2023-04-25,25
39,2022-12-27,27
95,2024-01-20,20
92,2022-02-28,28
4,2023-03-03,3
86,2023-09-02,2
45,2022-08-16,16
98,2022-07-26,26
78,2022-10-13,13
68,2022-07-19,19
5,2024-07-18,18
44,2024-03-11,11
80,2023-07-17,17
12,2023-05-16,16
24,2023-04-26,26
24,2022-07-29,29
45,2023-01-31,31
76,2024-06-29,29
96,2024-07-14,14
60,2024-09-25,25
69,2024-05-08,8
13,2024-11-07,7
37,2022-01-05,5
72,2023-04-26,26
82,2022-07-20,20
63,2022-02-21,21
31,2024-12-03,3
54,2023-05-26,26
52,2024-02-26,26
51,2024-03-19,19
16,2024-07-18,18
49,2024-01-06,6
26,2024-03-26,26
38,2022-02-21,21
20,2024-03-19,19
13,2024-11-18,18
56,2022-08-11,11
95,2024-04-22,22
75,2024-11-30,30
36,2022-07-28,28
52,2023-04-25,25
11,2024-03-25,25
29,2024-04-12,12
39,2023-11-13,13
74,2022-06-30,30
44,2023-08-31,31
48,2022-04-20,20
58,2022-07-29,29
30,2022-12-30,30
84,2023-07-23,23
70,2023-11-13,13
69,2022-12-27,27
36,2022-02-21,21
98,2024-01-06,6
59,2022-07-19,19
1,2024-09-11,11
64,2023-04-26,26
64,2023-09-02,2
76,2022-03-07,7
57,2022-12-28,28
77,2023-02-26,26
84,2024-06-12,12
42,2022-08-18,18
62,2024-05-08,8
26,2023-05-01,1
47,2023-07-07,7
39,2024-08-20,20
39,2023-05-29,29
20,2024-05-15,15
7,2023-09-30,30
83,2024-08-13,13
48,2023-05-26,26
96,2024-03-25,25
97,2024-05-08,8
61,2024-04-17,17
51,2023-08-31,31
10,2023-05-01,1
87,2024-08-31,31
88,2022-06-24,24
90,2023-09-09,9
51,2022-10-08,8
31,2023-07-29,29
7,2024-09-12,12
97,2024-04-22,22
1,2023-01-10,10
35,2024-01-04,4
76,2022-02-21,21
36,2023-01-31,31
15,2022-08-29,29
86,2022-06-24,24
89,2024-03-30,30
26,2023-04-01,1
47,2023-04-03,3
85,2024-11-07,7
65,2024-03-19,19
79,2024-05-08,8
62,2024-11-18,18
72,2024-01-05,5
81,2024-04-12,12
2,2024-05-15,15
32,2022-03-11,11
73,2024-07-14,14
52,2022-02-17,17
57,2022-06-24,24
78,2023-11-13,13
61,2022-10-13,13
60,2023-06-20,20
59,2024-06-29,29
100,2023-02-02,2
100,2023-02-16,16
69,2022-10-14,14
75,2023-08-23,23
27,2024-03-30,30
57,2022-10-14,14
4,2024-08-13,13
79,2024-12-03,3
99,2023-03-04,4
43,2022-03-24,24
81,2023-10-04,4
10,2022-06-30,30
59,2023-07-07,7
95,2022-07-27,27
37,2024-10-29,29
38,2024-03-20,20
51,2023-07-29,29
97,2023-05-01,1
66,2023-01-17,17
25,2022-01-05,5
57,2023-10-21,21
15,2022-03-24,24
88,2022-10-05,5
33,2024-09-09,9
26,2024-09-11,11
7,2022-03-11,11
21,2023-05-29,29
36,2022-08-19,19
81,2024-04-12,12
83,2024-02-26,26
72,2022-03-11,11
35,2023-03-10,10
97,2023-03-09,9
89,2023-01-27,27
48,2024-06-15,15
35,2024-04-22,22
23,2024-02-26,26
58,2023-12-29,29
96,2022-02-24,24
41,2024-03-26,26
5,2023-02-02,2
26,2023-11-25,25
69,2024-11-18,18
72,2023-11-20,20
29,2022-12-27,27
93,2024-11-07,7
85,2024-11-07,7
10,2024-05-03,3
62,2024-03-30,30
35,2024-04-17,17
2,2023-01-17,17
33,2023-04-14,14
23,2023-04-22,22
14,2022-03-24,24
9,2024-03-20,20
40,2021-12-16,16
89,2022-09-06,6
96,2022-12-27,27
9,2022-06-12,12
76,2023-11-13,13
7,2024-08-20,20
94,2022-08-19,19
44,2022-12-28,28
26,2023-01-24,24
32,2024-07-14,14
45,2023-04-25,25
88,2024-06-15,15
61,2023-01-12,12
67,2023-03-09,9
78,2022-08-19,19
17,2023-11-13,13
73,2024-01-27,27
96,2024-07-10,10
4,2023-12-06,6
83,2022-09-06,6
75,2022-08-29,29
72,2022-08-11,11
16,2023-05-16,16
48,2023-04-25,25
23,2022-11-02,2
14,2022-02-21,21
20,2022-06-12,12
47,2022-12-09,9
79,2023-06-20,20
71,2024-02-26,26
60,2024-01-30,30
41,2022-10-05,5
42,2023-02-16,16
68,2023-07-24,24
16,2023-09-02,2
99,2024-05-28,28
56,2023-06-06,6
70,2024-03-20,20
10,2024-03-26,26
41,2023-11-25,25
69,2023-12-29,29
5,2024-03-07,7
20,2022-06-23,23
28,2021-12-13,13
7,2023-09-02,2
59,2022-02-24,24
29,2022-06-12,12
62,2024-11-07,7
91,2024-11-07,7
38,2024-05-02,2
54,2022-07-20,20
63,2023-01-23,23
98,2022-08-19,19
71,2023-03-09,9
48,2021-12-17,17
4,2022-04-19,19
28,2022-06-24,24
44,2023-04-03,3
45,2023-06-27,27
100,2023-02-26,26
47,2023-01-12,12
53,2024-06-12,12
82,2023-10-21,21
48,2022-03-24,24
54,2023-06-15,15
4,2023-01-24,24
84,2024-03-30,30
2,2022-02-17,17
36,2024-01-05,5
51,2022-10-13,13
40,2023-10-05,5
43,2022-04-12,12
87,2023-04-26,26
15,2023-09-30,30
95,2024-03-19,19
93,2022-10-29,29
82,2024-12-03,3
32,2023-11-11,11
59,2022-12-25,25
35,2023-07-29,29
92,2023-07-29,29
54,2022-06-12,12
85,2024-03-11,11
61,2024-07-08,8
16,2022-10-08,8
51,2023-08-11,11
30,2023-01-12,12
92,2024-02-26,26
23,2022-02-24,24
66,2024-03-11,11
5,2021-12-17,17
81,2023-12-06,6
64,2024-07-08,8
20,2023-07-17,17
91,2024-04-17,17
95,2024-05-08,8
35,2022-04-20,20
92,2022-06-25,25
88,2021-12-17,17
56,2022-10-09,9
5,2022-02-15,15
12,2022-10-05,5
95,2023-08-23,23
75,2024-08-23,23
64,2024-05-03,3
1,2023-06-27,27
76,2023-11-25,25
51,2022-10-09,9
62,2023-08-11,11
86,2023-04-03,3
16,2024-01-30,30
3,2023-03-16,16
51,2023-01-17,17
75,2022-11-01,1
68,2022-08-16,16
82,2022-08-18,18
85,2024-01-20,20
1,2022-02-21,21
62,2022-08-09,9
54,2024-09-09,9
89,2024-08-12,12
36,2022-07-29,29
20,2024-09-21,21
67,2022-02-28,28
8,2023-09-02,2
78,2024-08-31,31
17,2023-05-16,16
24,2022-07-27,27
88,2024-07-15,15
80,2024-04-22,22
31,2023-06-20,20
45,2023-01-10,10
24,2022-09-10,10
62,2024-09-12,12
35,2023-04-14,14
84,2023-01-24,24
18,2022-08-16,16
48,2023-01-17,17
22,2024-01-06,6
1,2023-05-16,16
99,2024-09-09,9
50,2022-08-18,18
14,2024-09-04,4
43,2022-07-27,27
55,2022-04-19,19
56,2022-08-18,18
49,2024-03-11,11
32,2024-10-14,14
37,2023-11-13,13
72,2023-05-26,26
5,2024-03-07,7
99,2024-09-11,11
49,2024-10-29,29
99,2022-08-18,18
71,2022-08-29,29
59,2023-05-01,1
10,2022-11-01,1
77,2022-07-19,19
1,2023-09-02,2
24,2023-09-02,2
25,2023-04-22,22
23,2023-01-22,22
33,2024-03-26,26
59,2023-10-05,5
69,2023-04-05,5
43,2024-03-11,11
82,2024-04-22,22
98,2023-05-26,26
4,2024-03-19,19
70,2023-03-16,16
35,2023-05-16,16
2,2023-01-12,12
4,2023-06-27,27
33,2022-07-26,26
5,2022-12-03,3
90,2024-08-12,12
9,2024-01-27,27
4,2024-03-25,25
29,2024-07-15,15
59,2022-08-08,8
60,2023-04-01,1
32,2024-05-08,8
100,2023-07-24,24
83,2023-04-14,14
41,2023-05-26,26
3,2023-07-24,24
82,2023-08-26,26
66,2022-02-28,28
78,2022-12-04,4
88,2023-02-02,2
15,2022-06-30,30
44,2022-12-27,27
19,2022-03-11,11
71,2023-04-25,25
7,2022-04-19,19
29,2022-12-29,29
84,2022-07-29,29
63,2024-06-29,29
26,2023-08-11,11
63,2024-03-20,20
73,2024-05-03,3
39,2022-07-23,23
50,2023-01-24,24
33,2022-06-30,30
37,2022-04-19,19
93,2024-05-08,8
69,2023-09-09,9
93,2024-09-21,21
69,2024-01-30,30
35,2024-11-07,7
97,2023-09-02,2
60,2024-11-07,7
98,2024-06-29,29
63,2023-08-24,24
8,2024-07-14,14
52,2024-09-11,11
13,2023-11-25,25
30,2024-06-12,12
78,2024-05-28,28
92,2022-08-16,16
39,2024-05-03,3
60,2023-04-14,14
49,2024-11-07,7
71,2023-02-02,2
99,2024-08-12,12
73,2023-01-31,31
98,2022-06-30,30
96,2023-10-26,26
70,2023-03-16,16
38,2023-12-06,6
99,2023-01-10,10
27,2024-07-06,6
21,2023-05-26,26
38,2024-03-25,25
55,2022-09-10,10
50,2024-01-06,6
77,2022-06-25,25
93,2022-12-25,25
5,2022-02-21,21
81,2022-06-23,23
75,2023-05-01,1
5,2024-03-19,19
81,2023-05-16,16
99,2023-05-29,29
26,2024-07-15,15
37,2022-06-24,24
87,2024-05-04,4
53,2024-06-15,15
61,2024-05-15,15
57,2022-10-13,13
27,2024-07-08,8
81,2024-05-04,4
4,2023-04-01,1
39,2023-06-20,20
76,2024-08-20,20
16,2022-04-19,19
14,2022-02-11,11
82,2023-04-01,1
97,2022-11-13,13
100,2024-12-03,3
50,2022-03-11,11
7,2023-02-16,16
40,2022-04-20,20
11,2022-03-11,11
1,2022-11-02,2
8,2024-07-15,15
2,2023-03-04,4
10,2021-12-17,17
4,2024-06-15,15
29,2023-05-26,26
33,2023-09-02,2
37,2024-03-11,11
69,2023-05-16,16
7,2023-09-02,2
91,2022-07-23,23
57,2024-05-05,5
81,2024-05-03,3
20,2023-11-20,20
51,2022-07-29,29
67,2022-07-27,27
9,2023-11-20,20
98,2023-03-04,4
84,2024-07-18,18
2,2023-08-26,26
67,2024-03-20,20
32,2022-04-20,20
60,2022-03-11,11
95,2024-04-17,17
18,2023-06-27,27
56,2023-05-02,2
13,2024-03-20,20
25,2024-04-12,12
85,2023-01-17,17
25,2024-01-04,4
99,2023-04-03,3
100,2023-08-26,26
29,2021-12-13,13
80,2024-03-20,20
74,2022-06-23,23
90,2024-11-30,30
17,2023-01-22,22
52,2024-05-03,3
7,2024-12-03,3
85,2023-04-22,22
38,2024-05-28,28
13,2024-04-17,17
67,2023-04-21,21
28,2024-01-27,27
46,2023-10-27,27
53,2024-04-22,22
68,2023-03-09,9
15,2022-11-02,2
76,2022-06-23,23
56,2023-05-26,26
45,2023-04-01,1
62,2022-12-28,28
57,2022-07-19,19
51,2022-08-08,8
72,2022-09-10,10
92,2024-09-11,11
29,2023-10-21,21
98,2022-07-26,26
78,2022-04-20,20
49,2023-09-30,30
77,2022-12-03,3
25,2024-05-05,5
8,2024-05-03,3
9,2023-04-22,22
66,2024-09-04,4
17,2023-07-17,17
56,2024-07-14,14
62,2022-11-02,2
2,2023-07-29,29
70,2023-01-12,12
76,2023-07-29,29
24,2021-12-13,13
34,2023-07-24,24
41,2024-01-30,30
84,2023-05-01,1
82,2022-06-23,23
87,2024-07-08,8
2,2024-03-30,30
42,2022-04-16,16
79,2023-04-25,25
66,2022-07-19,19
80,2022-03-11,11
73,2022-08-19,19
97,2023-07-29,29
62,2022-03-24,24
4,2024-01-20,20
5,2022-12-25,25
51,2022-10-05,5
64,2023-11-25,25
17,2022-07-20,20
16,2024-05-15,15
81,2023-01-31,31
7,2023-07-24,24
55,2024-05-05,5
54,2023-01-31,31
51,2023-09-02,2
5,2022-10-14,14
93,2022-04-12,12
58,2023-05-01,1
58,2022-09-06,6
51,2023-09-02,2
13,2023-04-05,5
50,2023-09-30,30
42,2023-03-16,16
47,2024-06-29,29
86,2022-06-12,12
46,2022-08-16,16
1,2023-05-16,16
53,2024-12-06,6
52,2022-02-24,24
86,2023-01-23,23
51,2024-11-18,18
3,2024-09-12,12
40,2023-03-16,16
40,2023-05-16,16
22,2024-04-17,17
27,2023-01-24,24
75,2023-05-01,1
40,2022-11-13,13
23,2024-05-15,15
3,2023-01-17,17
58,2023-12-06,6
81,2024-07-10,10
4,2022-11-02,2
32,2024-03-20,20
26,2024-03-20,20
39,2022-10-14,14
36,2024-05-05,5
22,2024-01-06,6
37,2022-02-25,25
52,2024-11-23,23
25,2024-07-15,15
86,2023-08-24,24
12,2022-12-28,28
55,2024-03-25,25
